starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 16 19:19:27 2014	1402939167	0	430	430	430
Mon Jun 16 19:19:21 2014	1402939161	0	430	430	430
Mon Jun 16 19:19:18 2014	1402939158	0	430	430	430
Mon Jun 16 19:19:24 2014	1402939164	0	430	430	430
Mon Jun 16 19:19:09 2014	1402939149	0	430	430	395
Mon Jun 16 19:19:24 2014	1402939164	0	430	430	430
Mon Jun 16 19:19:14 2014	1402939154	0	430	430	430
Mon Jun 16 19:18:53 2014	1402939133	0	430	430	430
Mon Jun 16 19:19:09 2014	1402939149	0	430	430	430
Mon Jun 16 19:19:17 2014	1402939157	0	430	430	313
Mon Jun 16 19:19:07 2014	1402939147	0	430	430	428
Mon Jun 16 19:19:05 2014	1402939145	0	430	430	410
Mon Jun 16 19:19:06 2014	1402939146	0	430	430	430
Mon Jun 16 19:19:17 2014	1402939157	0	430	430	321
Mon Jun 16 19:19:32 2014	1402939172	0	430	430	430
Mon Jun 16 19:18:59 2014	1402939139	0	430	430	430
Mon Jun 16 19:19:23 2014	1402939163	0	430	430	370
Mon Jun 16 19:19:28 2014	1402939168	0	430	430	324
Mon Jun 16 19:19:13 2014	1402939153	0	430	430	430
Mon Jun 16 19:19:05 2014	1402939145	0	430	430	430
Mon Jun 16 19:19:10 2014	1402939150	0	430	430	311
Mon Jun 16 19:19:33 2014	1402939173	0	431	431	430
Mon Jun 16 19:19:02 2014	1402939142	0	431	431	431
Mon Jun 16 19:19:06 2014	1402939146	0	431	431	429
Mon Jun 16 19:18:57 2014	1402939137	0	431	431	431
Mon Jun 16 19:19:10 2014	1402939150	0	431	431	324
Mon Jun 16 19:19:27 2014	1402939167	0	431	431	349
Mon Jun 16 19:19:06 2014	1402939146	0	431	431	417
Mon Jun 16 19:19:13 2014	1402939153	0	431	431	431
Mon Jun 16 19:18:53 2014	1402939133	0	431	431	431
Mon Jun 16 19:19:12 2014	1402939152	0	431	431	308
Mon Jun 16 19:19:26 2014	1402939166	0	431	431	431
Mon Jun 16 19:19:10 2014	1402939150	0	431	431	354
Mon Jun 16 19:19:31 2014	1402939171	0	431	431	431
Mon Jun 16 19:19:21 2014	1402939161	0	431	431	431
Mon Jun 16 19:19:09 2014	1402939149	0	431	431	431
Mon Jun 16 19:18:53 2014	1402939133	0	431	431	375
Mon Jun 16 19:18:54 2014	1402939134	0	431	431	431
Mon Jun 16 19:18:54 2014	1402939134	0	431	431	431
Mon Jun 16 19:19:27 2014	1402939167	0	431	431	431
Mon Jun 16 19:18:59 2014	1402939139	0	431	431	431
Mon Jun 16 19:19:01 2014	1402939141	0	431	431	304
Mon Jun 16 19:19:19 2014	1402939159	0	431	431	431
Mon Jun 16 19:19:16 2014	1402939156	0	431	431	431
Mon Jun 16 19:19:04 2014	1402939144	0	431	431	431
Mon Jun 16 19:19:09 2014	1402939149	0	431	431	420
Mon Jun 16 19:18:58 2014	1402939138	0	431	431	431
Mon Jun 16 19:19:16 2014	1402939156	0	431	431	431
Mon Jun 16 19:19:25 2014	1402939165	0	431	431	429
Mon Jun 16 19:19:17 2014	1402939157	0	431	431	431
Mon Jun 16 19:18:58 2014	1402939138	0	431	431	350
Mon Jun 16 19:19:07 2014	1402939147	0	431	431	431
Mon Jun 16 19:19:14 2014	1402939154	0	431	431	425
Mon Jun 16 19:19:10 2014	1402939150	0	431	431	325
Mon Jun 16 19:19:09 2014	1402939149	0	431	431	377
Mon Jun 16 19:19:27 2014	1402939167	0	431	431	377
Mon Jun 16 19:19:25 2014	1402939165	0	431	431	431
Mon Jun 16 19:19:13 2014	1402939153	0	431	432	431
Mon Jun 16 19:19:27 2014	1402939167	0	431	432	431
Mon Jun 16 19:19:15 2014	1402939155	0	431	432	431
Mon Jun 16 19:19:15 2014	1402939155	0	432	432	431
Mon Jun 16 19:18:54 2014	1402939134	0	432	432	431
Mon Jun 16 19:19:24 2014	1402939164	0	432	432	432
Mon Jun 16 19:19:17 2014	1402939157	0	432	432	343
Mon Jun 16 19:18:54 2014	1402939134	0	432	432	432
Mon Jun 16 19:19:15 2014	1402939155	0	432	432	414
Mon Jun 16 19:18:55 2014	1402939135	0	432	432	432
Mon Jun 16 19:19:21 2014	1402939161	0	432	432	255
Mon Jun 16 19:19:14 2014	1402939154	0	432	432	432
Mon Jun 16 19:18:59 2014	1402939139	0	432	432	432
Mon Jun 16 19:19:14 2014	1402939154	0	432	432	432
Mon Jun 16 19:19:22 2014	1402939162	0	432	432	432
Mon Jun 16 19:19:11 2014	1402939151	0	432	432	432
Mon Jun 16 19:18:54 2014	1402939134	0	432	432	432
Mon Jun 16 19:19:30 2014	1402939170	0	432	432	432
Mon Jun 16 19:19:17 2014	1402939157	0	432	432	432
Mon Jun 16 19:18:59 2014	1402939139	0	432	432	397
Mon Jun 16 19:19:25 2014	1402939165	0	432	432	412
Mon Jun 16 19:19:26 2014	1402939166	0	432	432	432
Mon Jun 16 19:18:59 2014	1402939139	0	432	432	432
Mon Jun 16 19:18:58 2014	1402939138	0	432	432	432
Mon Jun 16 19:19:02 2014	1402939142	0	432	432	432
Mon Jun 16 19:18:55 2014	1402939135	0	432	432	432
Mon Jun 16 19:19:30 2014	1402939170	0	432	432	432
Mon Jun 16 19:19:12 2014	1402939152	0	432	432	432
Mon Jun 16 19:19:00 2014	1402939140	0	432	432	377
Mon Jun 16 19:19:05 2014	1402939145	0	432	432	432
Mon Jun 16 19:19:27 2014	1402939167	0	432	432	416
Mon Jun 16 19:18:53 2014	1402939133	0	432	433	421
Mon Jun 16 19:19:14 2014	1402939154	0	433	433	432
Mon Jun 16 19:19:13 2014	1402939153	0	433	433	432
Mon Jun 16 19:19:29 2014	1402939169	0	433	433	352
Mon Jun 16 19:18:56 2014	1402939136	0	433	433	432
Mon Jun 16 19:19:23 2014	1402939163	0	433	433	432
Mon Jun 16 19:19:19 2014	1402939159	0	433	433	433
Mon Jun 16 19:19:24 2014	1402939164	0	433	433	423
Mon Jun 16 19:19:08 2014	1402939148	0	433	433	433
Mon Jun 16 19:19:17 2014	1402939157	0	433	433	433
Mon Jun 16 19:19:26 2014	1402939166	0	433	433	433
Mon Jun 16 19:19:21 2014	1402939161	0	433	433	433
Mon Jun 16 19:19:05 2014	1402939145	0	433	433	433
Mon Jun 16 19:19:13 2014	1402939153	0	433	433	433
Mon Jun 16 19:18:55 2014	1402939135	0	433	433	433
Mon Jun 16 19:19:26 2014	1402939166	0	433	433	277
Mon Jun 16 19:18:59 2014	1402939139	0	433	433	433
Mon Jun 16 19:19:26 2014	1402939166	0	433	433	433
Mon Jun 16 19:19:32 2014	1402939172	0	433	433	433
Mon Jun 16 19:19:27 2014	1402939167	0	433	433	373
Mon Jun 16 19:19:28 2014	1402939168	0	433	433	292
Mon Jun 16 19:19:06 2014	1402939146	0	433	433	433
Mon Jun 16 19:19:09 2014	1402939149	0	433	433	433
Mon Jun 16 19:19:19 2014	1402939159	0	433	433	357
Mon Jun 16 19:19:03 2014	1402939143	0	433	433	367
Mon Jun 16 19:19:32 2014	1402939172	0	433	433	433
Mon Jun 16 19:18:54 2014	1402939134	0	433	433	433
Mon Jun 16 19:19:03 2014	1402939143	0	433	433	433
Mon Jun 16 19:19:25 2014	1402939165	0	433	433	330
Mon Jun 16 19:19:10 2014	1402939150	0	433	433	433
Mon Jun 16 19:19:10 2014	1402939150	0	433	433	433
Mon Jun 16 19:19:28 2014	1402939168	0	433	433	433
Mon Jun 16 19:19:06 2014	1402939146	0	433	433	433
Mon Jun 16 19:18:54 2014	1402939134	0	433	433	403
Mon Jun 16 19:18:52 2014	1402939132	8	425	433	425
Mon Jun 16 19:19:14 2014	1402939154	0	433	433	433
Mon Jun 16 19:19:24 2014	1402939164	0	433	433	433
Mon Jun 16 19:19:22 2014	1402939162	0	433	433	433
Mon Jun 16 19:19:23 2014	1402939163	0	433	433	383
Mon Jun 16 19:19:27 2014	1402939167	0	433	433	249
Mon Jun 16 19:18:55 2014	1402939135	0	433	433	414
Mon Jun 16 19:18:59 2014	1402939139	0	433	433	406
Mon Jun 16 19:19:28 2014	1402939168	0	433	433	433
Mon Jun 16 19:19:07 2014	1402939147	0	433	433	433
Mon Jun 16 19:19:31 2014	1402939171	0	433	433	433
Mon Jun 16 19:18:52 2014	1402939132	0	433	433	367
Mon Jun 16 19:19:06 2014	1402939146	0	434	434	433
Mon Jun 16 19:19:27 2014	1402939167	0	434	434	433
Mon Jun 16 19:19:12 2014	1402939152	0	434	434	433
Mon Jun 16 19:19:03 2014	1402939143	0	434	434	433
Mon Jun 16 19:19:28 2014	1402939168	0	434	434	364
Mon Jun 16 19:18:59 2014	1402939139	0	434	434	421
Mon Jun 16 19:19:07 2014	1402939147	0	434	434	434
Mon Jun 16 19:19:02 2014	1402939142	0	434	434	433
Mon Jun 16 19:19:02 2014	1402939142	0	434	434	434
Mon Jun 16 19:19:30 2014	1402939170	0	434	434	434
